buyer_id;gender;age;age_group;employment_status;housing_status;country;brand;sneaker_price_usd;purchase_channel;purchase_season;reason_for_purchase;discount_used;comfort_rating;durability_rating;repurchase_intent
1242;Female;22;Adult;Employed;Renter;USA;Puma;332;Online;Winter;Sports;Yes;2;4;Yes
1243;Male;54;Adult;Self-employed;Renter;China;Adidas;371;Online;Spring;Comfort;No;4;5;Yes
1244;Male;26;Adult;Employed;Renter;Germany;Under Armour;194;Retail Store;Spring;Comfort;No;3;2;Yes
1245;Male;24;Adult;Unemployed;Home Owner;Japan;Adidas;320;Online;Winter;Sports;No;1;1;Yes
1246;Female;59;Adult;Student;Renter;USA;Puma;51;Online;Spring;Fashion;Yes;4;5;Yes
1247;Female;54;Youth;Student;Renter;UK;ASICS;227;Retail Store;Spring;Comfort;No;5;2;Yes
1248;Female;42;Adult;Student;Homeless;Brazil;Under Armour;56;Online;Spring;Work;Yes;3;1;No
1249;Female;44;Youth;Employed;Renter;France;Nike;167;Retail Store;Spring;Comfort;No;2;5;No
1250;Female;44;Adult;Unemployed;Home Owner;India;Nike;390;Online;Spring;Fashion;No;2;5;Yes
1251;Male;54;Youth;Self-employed;Renter;Canada;New Balance;158;Retail Store;Autumn;Sports;Yes;5;1;No
1252;Female;44;Adult;Student;Home Owner;Germany;Puma;48;Online;Winter;Comfort;Yes;5;3;Yes
1253;Female;38;Adult;Employed;Home Owner;USA;New Balance;250;Retail Store;Summer;Sports;No;1;1;Yes
1254;Female;63;Adult;Student;Renter;USA;Vans;157;Retail Store;Winter;Comfort;No;5;4;No
1255;Male;13;Adult;Unemployed;Renter;USA;Under Armour;68;Retail Store;Summer;Work;No;5;1;Yes
1256;Female;68;Adult;Self-employed;Renter;Japan;Adidas;156;Retail Store;Summer;Sports;Yes;4;4;No
1257;Female;54;Youth;Student;Renter;Germany;ASICS;423;Online;Spring;Work;No;3;5;Yes
1258;Male;14;Adult;Unemployed;Home Owner;Italy;New Balance;448;Retail Store;Winter;Comfort;Yes;1;1;Yes
1259;Female;29;Adult;Employed;Home Owner;Brazil;Puma;438;Online;Winter;Sports;No;1;2;No
1260;Male;42;Youth;Unemployed;Home Owner;Brazil;Balenciaga;432;Retail Store;Spring;Sports;No;1;1;Yes
1261;Male;68;Youth;Employed;Home Owner;UK;New Balance;180;Online;Summer;Comfort;Yes;3;3;Yes
1262;Male;51;Adult;Student;Home Owner;India;Under Armour;342;Retail Store;Autumn;Comfort;No;5;1;Yes
1263;Male;19;Youth;Student;Renter;India;Crocs;273;Online;Spring;Work;Yes;5;1;No
1264;Male;64;Adult;Unemployed;Home Owner;Canada;New Balance;170;Online;Summer;Comfort;Yes;4;5;Yes
1265;Female;39;Youth;Employed;Home Owner;Japan;Balenciaga;417;Online;Summer;Comfort;No;4;3;Yes
1266;Male;21;Adult;Unemployed;Home Owner;Italy;Balenciaga;441;Online;Summer;Fashion;Yes;1;1;Yes
1267;Male;34;Youth;Unemployed;Renter;Italy;Balenciaga;433;Retail Store;Summer;Comfort;Yes;3;2;Yes
1268;Female;46;Adult;Student;Home Owner;Brazil;Crocs;203;Online;Autumn;Sports;No;5;5;Yes
1269;Male;58;Senior;Student;Home Owner;Brazil;New Balance;419;Retail Store;Spring;Comfort;No;3;4;Yes
1270;Female;61;Adult;Student;Home Owner;Italy;New Balance;224;Online;Autumn;Work;No;5;3;Yes
1271;Female;13;Adult;Unemployed;Home Owner;Nigeria;Crocs;298;Retail Store;Winter;Comfort;No;3;3;Yes
1272;Female;21;Adult;Unemployed;Renter;Nigeria;Under Armour;443;Retail Store;Autumn;Fashion;No;3;5;No
1273;Male;32;Youth;Self-employed;Home Owner;Nigeria;Balenciaga;441;Retail Store;Winter;Fashion;Yes;1;4;Yes
1274;Male;65;Youth;Self-employed;Home Owner;Italy;Crocs;204;Online;Spring;Fashion;No;4;5;No
1275;Male;31;Youth;Unemployed;Homeless;India;Balenciaga;59;Retail Store;Autumn;Sports;Yes;2;3;Yes
1276;Female;48;Senior;Self-employed;Home Owner;USA;ASICS;369;Online;Winter;Fashion;Yes;3;5;Yes
1277;Male;52;Adult;Unemployed;Home Owner;Japan;Adidas;317;Retail Store;Spring;Work;Yes;2;5;No
1278;Male;57;Adult;Student;Renter;Germany;ASICS;188;Online;Spring;Fashion;Yes;1;5;Yes
1279;Male;16;Senior;Employed;Renter;Canada;Adidas;264;Online;Summer;Work;Yes;3;3;Yes
1280;Female;21;Senior;Student;Home Owner;India;Vans;375;Online;Winter;Comfort;Yes;1;1;No
1281;Female;53;Adult;Unemployed;Renter;UK;Vans;139;Online;Autumn;Sports;Yes;2;4;Yes
1282;Male;34;Adult;Student;Home Owner;China;Under Armour;424;Retail Store;Autumn;Comfort;Yes;5;3;Yes
1283;Male;30;Adult;Unemployed;Homeless;France;ASICS;419;Retail Store;Spring;Work;Yes;3;1;Yes
1284;Male;24;Youth;Unemployed;Renter;Brazil;Balenciaga;435;Online;Summer;Sports;No;1;4;Yes
1285;Male;54;Adult;Self-employed;Home Owner;Italy;ASICS;52;Online;Summer;Work;No;2;5;No
1286;Female;55;Adult;Unemployed;Home Owner;China;ASICS;290;Online;Summer;Sports;No;3;1;Yes
1287;Female;51;Senior;Employed;Home Owner;Brazil;Balenciaga;47;Online;Spring;Fashion;No;2;2;No
1288;Female;21;Adult;Self-employed;Renter;China;New Balance;410;Online;Spring;Comfort;No;5;4;Yes
1289;Female;18;Adult;Employed;Renter;UK;Under Armour;198;Retail Store;Winter;Fashion;Yes;3;1;Yes
1290;Male;31;Adult;Unemployed;Renter;Brazil;Vans;300;Retail Store;Autumn;Sports;No;1;4;Yes
1291;Male;60;Youth;Student;Home Owner;Nigeria;Nike;167;Retail Store;Autumn;Work;No;1;5;Yes
1292;Male;59;Adult;Unemployed;Renter;Italy;Nike;211;Retail Store;Winter;Sports;No;1;2;Yes
1293;Female;19;Adult;Unemployed;Home Owner;UK;Nike;346;Retail Store;Winter;Sports;No;1;1;Yes
1294;Male;28;Adult;Student;Home Owner;Canada;New Balance;395;Retail Store;Spring;Fashion;Yes;3;3;Yes
1295;Female;17;Adult;Student;Renter;USA;Under Armour;192;Online;Autumn;Sports;No;5;4;Yes
1296;Female;28;Youth;Employed;Home Owner;Nigeria;Crocs;52;Online;Autumn;Comfort;No;5;1;Yes
1297;Male;13;Adult;Self-employed;Home Owner;Germany;Under Armour;71;Retail Store;Autumn;Comfort;No;1;5;No
1298;Male;63;Adult;Self-employed;Renter;Nigeria;Balenciaga;445;Online;Spring;Fashion;No;1;4;No
1299;Male;49;Adult;Self-employed;Home Owner;USA;Vans;173;Retail Store;Spring;Fashion;Yes;1;1;Yes
1300;Female;51;Adult;Employed;Renter;USA;Under Armour;88;Online;Winter;Comfort;No;1;5;Yes
1301;Male;31;Youth;Employed;Home Owner;UK;Balenciaga;306;Online;Spring;Fashion;Yes;3;4;No
1302;Female;66;Youth;Student;Home Owner;Japan;Crocs;110;Online;Spring;Comfort;Yes;5;5;Yes
1303;Male;49;Adult;Self-employed;Home Owner;Canada;Crocs;182;Retail Store;Autumn;Comfort;Yes;4;1;Yes
1304;Female;29;Adult;Unemployed;Home Owner;France;New Balance;107;Online;Autumn;Fashion;No;4;1;Yes
1305;Female;38;Adult;Employed;Homeless;France;Balenciaga;207;Online;Winter;Work;No;5;3;Yes
1306;Male;34;Senior;Unemployed;Home Owner;France;Crocs;287;Retail Store;Spring;Fashion;No;1;5;Yes
1307;Female;20;Youth;Self-employed;Home Owner;Italy;New Balance;402;Online;Autumn;Work;Yes;4;4;Yes
1308;Female;45;Youth;Self-employed;Home Owner;UK;New Balance;143;Retail Store;Autumn;Fashion;No;3;4;Yes
1309;Male;14;Adult;Employed;Renter;China;Puma;253;Online;Winter;Comfort;Yes;1;3;Yes
1310;Female;42;Adult;Employed;Home Owner;Canada;Vans;197;Retail Store;Autumn;Work;Yes;5;2;Yes
1311;Male;59;Adult;Student;Renter;Germany;Vans;314;Retail Store;Winter;Fashion;No;5;3;No
1312;Female;32;Adult;Unemployed;Renter;China;Puma;140;Online;Autumn;Fashion;Yes;2;4;No
1313;Male;30;Adult;Student;Home Owner;Germany;Vans;153;Retail Store;Winter;Comfort;No;3;5;Yes
1314;Male;55;Youth;Student;Homeless;China;Vans;357;Online;Winter;Work;Yes;3;3;Yes
1315;Female;69;Senior;Unemployed;Renter;UK;ASICS;205;Retail Store;Winter;Fashion;No;2;5;Yes
1316;Female;22;Youth;Self-employed;Home Owner;Nigeria;Crocs;69;Online;Summer;Sports;Yes;2;2;Yes
1317;Female;36;Adult;Unemployed;Renter;France;Crocs;71;Online;Summer;Sports;No;2;4;Yes
1318;Female;68;Adult;Self-employed;Renter;France;Adidas;378;Retail Store;Spring;Fashion;No;3;2;Yes
1319;Female;16;Adult;Student;Renter;Brazil;Balenciaga;155;Online;Spring;Comfort;No;2;5;Yes
1320;Male;49;Adult;Self-employed;Home Owner;UK;Adidas;448;Retail Store;Autumn;Comfort;Yes;3;2;No
1321;Female;16;Adult;Self-employed;Renter;Canada;New Balance;140;Online;Summer;Fashion;No;2;1;Yes
1322;Male;25;Adult;Self-employed;Home Owner;UK;New Balance;404;Retail Store;Winter;Fashion;No;4;5;Yes
1323;Male;37;Youth;Unemployed;Home Owner;Nigeria;Balenciaga;126;Retail Store;Spring;Comfort;No;5;3;Yes
1324;Female;25;Youth;Self-employed;Renter;Italy;Crocs;51;Online;Spring;Comfort;No;3;5;Yes
1325;Male;30;Adult;Unemployed;Renter;Brazil;New Balance;304;Retail Store;Winter;Comfort;No;1;3;Yes
1326;Male;36;Adult;Employed;Home Owner;Nigeria;Vans;420;Retail Store;Winter;Fashion;Yes;1;2;Yes
1327;Male;14;Adult;Employed;Home Owner;Canada;Balenciaga;312;Online;Summer;Comfort;No;2;4;Yes
1328;Male;60;Youth;Student;Renter;Nigeria;ASICS;408;Retail Store;Winter;Fashion;Yes;2;1;No
1329;Female;45;Adult;Student;Renter;Brazil;Adidas;400;Online;Spring;Work;Yes;3;2;Yes
1330;Male;31;Youth;Unemployed;Home Owner;UK;Puma;416;Online;Spring;Sports;Yes;4;5;Yes
1331;Female;21;Senior;Self-employed;Home Owner;Canada;ASICS;99;Online;Summer;Work;No;1;4;No
1332;Female;40;Adult;Self-employed;Renter;Italy;ASICS;299;Online;Autumn;Sports;No;3;3;Yes
1333;Male;47;Adult;Employed;Home Owner;India;Balenciaga;426;Retail Store;Summer;Fashion;Yes;1;5;Yes
1334;Female;69;Senior;Unemployed;Home Owner;China;Under Armour;176;Retail Store;Spring;Fashion;Yes;5;2;Yes
1335;Female;51;Adult;Self-employed;Renter;India;Nike;306;Retail Store;Summer;Work;No;2;2;Yes
1336;Female;22;Youth;Self-employed;Home Owner;Brazil;Balenciaga;274;Retail Store;Autumn;Fashion;Yes;3;4;Yes
1337;Male;13;Adult;Unemployed;Home Owner;Brazil;Balenciaga;294;Retail Store;Spring;Fashion;Yes;2;5;Yes
1338;Female;54;Youth;Student;Renter;France;Adidas;356;Online;Winter;Comfort;Yes;3;5;Yes
1339;Female;33;Adult;Unemployed;Home Owner;Brazil;New Balance;388;Retail Store;Spring;Work;Yes;2;3;Yes
1340;Female;21;Adult;Unemployed;Home Owner;UK;ASICS;265;Online;Winter;Sports;Yes;2;2;Yes
1341;Male;59;Senior;Self-employed;Home Owner;China;Nike;407;Online;Spring;Work;Yes;3;1;Yes
1342;Female;27;Adult;Employed;Home Owner;Italy;New Balance;137;Retail Store;Autumn;Fashion;Yes;5;2;Yes
1343;Male;47;Youth;Self-employed;Home Owner;France;Nike;316;Online;Winter;Fashion;No;1;1;Yes
1344;Male;69;Adult;Self-employed;Home Owner;Italy;Nike;64;Retail Store;Spring;Work;No;3;4;Yes
1345;Male;17;Adult;Self-employed;Renter;Italy;Under Armour;101;Online;Winter;Fashion;Yes;5;4;Yes
1346;Male;53;Adult;Unemployed;Renter;Italy;ASICS;123;Retail Store;Spring;Fashion;Yes;4;2;Yes
1347;Male;34;Adult;Unemployed;Home Owner;Canada;ASICS;63;Retail Store;Autumn;Fashion;No;2;2;No
1348;Male;53;Adult;Self-employed;Home Owner;USA;ASICS;236;Retail Store;Summer;Comfort;Yes;2;1;Yes
1349;Female;35;Adult;Self-employed;Home Owner;UK;Under Armour;105;Retail Store;Autumn;Fashion;No;1;2;No
1350;Male;19;Adult;Employed;Renter;Canada;Crocs;289;Online;Summer;Fashion;No;1;4;Yes
1351;Female;68;Youth;Student;Home Owner;USA;ASICS;304;Online;Spring;Fashion;No;2;4;Yes
1352;Female;35;Senior;Self-employed;Renter;India;Puma;274;Online;Autumn;Fashion;Yes;2;3;Yes
1353;Male;56;Adult;Unemployed;Home Owner;Germany;Adidas;175;Retail Store;Autumn;Fashion;No;3;1;No
1354;Female;37;Adult;Student;Renter;China;Puma;165;Online;Summer;Fashion;No;1;5;Yes
1355;Female;39;Adult;Student;Home Owner;Nigeria;Nike;135;Online;Autumn;Fashion;No;3;2;No
1356;Female;53;Adult;Employed;Renter;France;Balenciaga;353;Online;Summer;Sports;Yes;3;4;Yes
1357;Female;18;Youth;Student;Renter;Germany;Crocs;366;Retail Store;Summer;Work;Yes;2;1;Yes
1358;Male;67;Youth;Self-employed;Home Owner;Brazil;Nike;77;Online;Summer;Sports;No;1;3;No
1359;Female;46;Youth;Self-employed;Renter;UK;Adidas;187;Online;Autumn;Fashion;Yes;5;1;Yes
1360;Male;21;Adult;Unemployed;Renter;Germany;New Balance;86;Retail Store;Winter;Work;No;1;2;Yes
1361;Female;61;Adult;Self-employed;Renter;Brazil;Vans;118;Online;Spring;Sports;Yes;3;5;Yes
1362;Female;45;Adult;Self-employed;Renter;Germany;Crocs;67;Retail Store;Autumn;Work;No;3;1;Yes
1363;Male;63;Youth;Employed;Home Owner;Brazil;ASICS;317;Online;Winter;Fashion;Yes;2;2;No
1364;Female;18;Adult;Student;Home Owner;Canada;Crocs;271;Online;Summer;Work;Yes;4;3;Yes
1365;Female;49;Adult;Employed;Home Owner;UK;Nike;152;Online;Winter;Work;No;1;1;Yes
1366;Female;43;Adult;Student;Renter;USA;New Balance;218;Retail Store;Winter;Work;Yes;5;2;No
1367;Male;46;Senior;Employed;Home Owner;USA;ASICS;319;Retail Store;Spring;Work;No;1;1;No
1368;Female;53;Adult;Unemployed;Renter;UK;Balenciaga;265;Online;Winter;Fashion;Yes;1;1;Yes
1369;Male;41;Adult;Employed;Home Owner;Canada;Under Armour;112;Retail Store;Autumn;Comfort;No;3;3;Yes
1370;Female;26;Adult;Employed;Home Owner;India;Adidas;100;Retail Store;Spring;Comfort;Yes;2;1;No
1371;Male;48;Adult;Unemployed;Home Owner;Canada;Vans;41;Retail Store;Spring;Work;Yes;5;3;No
1372;Male;48;Youth;Self-employed;Home Owner;Germany;New Balance;404;Retail Store;Spring;Fashion;No;5;1;Yes
1373;Female;65;Adult;Self-employed;Home Owner;Brazil;Adidas;128;Retail Store;Summer;Fashion;No;1;4;Yes
1374;Female;27;Adult;Unemployed;Home Owner;Brazil;Under Armour;43;Online;Summer;Comfort;No;1;5;Yes
1375;Male;20;Youth;Unemployed;Home Owner;India;New Balance;271;Online;Spring;Fashion;No;5;5;Yes
1376;Male;38;Adult;Employed;Renter;China;Crocs;97;Retail Store;Spring;Work;Yes;5;4;Yes
1377;Female;48;Adult;Unemployed;Home Owner;India;Nike;166;Retail Store;Summer;Work;Yes;4;5;Yes
1378;Male;60;Youth;Unemployed;Home Owner;India;Balenciaga;308;Retail Store;Summer;Comfort;No;4;3;No
1379;Female;33;Adult;Student;Renter;France;Balenciaga;260;Retail Store;Summer;Fashion;Yes;5;2;Yes
1380;Female;40;Adult;Student;Home Owner;Japan;Puma;263;Online;Summer;Work;No;2;3;Yes
1381;Female;16;Adult;Self-employed;Home Owner;France;Vans;194;Online;Summer;Comfort;Yes;4;2;Yes
1382;Female;28;Youth;Unemployed;Home Owner;China;New Balance;69;Online;Summer;Sports;No;3;3;Yes
1383;Male;34;Senior;Employed;Home Owner;UK;Balenciaga;149;Retail Store;Autumn;Comfort;Yes;3;3;Yes
1384;Female;24;Youth;Self-employed;Home Owner;Brazil;Crocs;398;Online;Summer;Fashion;Yes;3;2;Yes
1385;Male;28;Adult;Self-employed;Home Owner;UK;Puma;417;Retail Store;Winter;Sports;No;1;4;Yes
1386;Female;63;Youth;Self-employed;Home Owner;Germany;Adidas;291;Online;Winter;Work;No;4;4;Yes
1387;Male;52;Adult;Unemployed;Home Owner;India;Vans;357;Retail Store;Spring;Fashion;Yes;1;4;No
1388;Female;50;Youth;Unemployed;Home Owner;UK;New Balance;232;Online;Winter;Work;No;2;4;No
1389;Male;54;Youth;Employed;Home Owner;USA;Under Armour;50;Retail Store;Winter;Comfort;No;5;3;Yes
1390;Male;49;Youth;Employed;Home Owner;Italy;ASICS;382;Online;Autumn;Fashion;No;5;3;Yes
1391;Female;41;Adult;Self-employed;Home Owner;Canada;ASICS;56;Online;Summer;Sports;No;2;1;Yes
1392;Female;30;Adult;Unemployed;Renter;France;ASICS;438;Retail Store;Summer;Sports;Yes;4;5;Yes
1393;Female;22;Youth;Employed;Renter;France;Crocs;194;Online;Winter;Work;Yes;2;1;No
1394;Female;54;Senior;Student;Renter;China;Nike;156;Retail Store;Summer;Work;No;5;5;Yes
1395;Male;51;Adult;Student;Renter;Germany;New Balance;433;Online;Summer;Comfort;No;5;5;Yes
1396;Female;30;Adult;Self-employed;Renter;Nigeria;Crocs;268;Online;Spring;Work;Yes;2;3;No
1397;Male;13;Youth;Student;Home Owner;Brazil;Vans;425;Retail Store;Spring;Fashion;Yes;1;4;Yes
1398;Male;51;Adult;Self-employed;Home Owner;China;Puma;330;Retail Store;Autumn;Sports;No;2;2;Yes
1399;Female;33;Adult;Unemployed;Home Owner;China;Vans;438;Retail Store;Spring;Fashion;Yes;1;3;No
1400;Male;13;Adult;Self-employed;Home Owner;UK;Nike;226;Retail Store;Summer;Comfort;No;4;2;No
1401;Male;27;Adult;Self-employed;Home Owner;Nigeria;Crocs;200;Retail Store;Summer;Sports;Yes;5;1;No
1402;Male;16;Youth;Unemployed;Renter;Brazil;ASICS;94;Retail Store;Autumn;Work;No;3;4;No
1403;Male;32;Adult;Employed;Renter;USA;Nike;247;Online;Winter;Sports;No;3;1;No
1404;Female;22;Youth;Employed;Home Owner;France;ASICS;370;Retail Store;Autumn;Comfort;Yes;5;4;Yes
1405;Female;35;Adult;Employed;Home Owner;USA;Adidas;91;Online;Summer;Work;No;2;3;Yes
1406;Female;53;Youth;Employed;Home Owner;France;Balenciaga;58;Online;Winter;Sports;No;5;2;Yes
1407;Female;46;Adult;Self-employed;Renter;China;Nike;281;Online;Spring;Sports;No;2;4;No
1408;Male;58;Youth;Employed;Renter;India;Nike;227;Retail Store;Autumn;Sports;No;2;5;Yes
1409;Male;60;Senior;Student;Home Owner;Nigeria;Balenciaga;49;Online;Winter;Work;No;5;3;Yes
1410;Female;45;Adult;Student;Renter;Nigeria;Adidas;361;Retail Store;Autumn;Comfort;No;3;3;Yes
1411;Female;46;Adult;Employed;Renter;Italy;Under Armour;46;Retail Store;Spring;Sports;No;5;4;Yes
1412;Female;51;Youth;Student;Home Owner;Germany;Vans;129;Online;Winter;Fashion;Yes;2;4;Yes
1413;Male;22;Adult;Student;Home Owner;UK;ASICS;207;Online;Autumn;Work;Yes;4;1;Yes
1414;Female;66;Adult;Unemployed;Homeless;India;Vans;442;Retail Store;Spring;Work;No;3;3;Yes
1415;Female;32;Adult;Unemployed;Renter;India;Crocs;237;Online;Summer;Sports;Yes;2;5;Yes
1416;Female;13;Youth;Employed;Home Owner;Canada;Crocs;414;Retail Store;Winter;Sports;No;3;2;Yes
1417;Male;25;Senior;Self-employed;Home Owner;UK;Crocs;423;Online;Spring;Sports;No;1;5;Yes
1418;Male;13;Adult;Self-employed;Home Owner;France;Balenciaga;50;Online;Autumn;Comfort;Yes;5;2;Yes
1419;Male;17;Senior;Unemployed;Renter;China;Vans;91;Retail Store;Summer;Work;No;5;1;Yes
1420;Male;28;Youth;Unemployed;Home Owner;Brazil;Vans;395;Online;Autumn;Fashion;Yes;3;4;No
1421;Male;27;Youth;Self-employed;Home Owner;Japan;Adidas;179;Retail Store;Winter;Comfort;Yes;1;2;No
1422;Male;61;Youth;Employed;Home Owner;Nigeria;New Balance;259;Online;Spring;Comfort;No;4;5;Yes
1423;Male;40;Adult;Self-employed;Home Owner;Italy;Adidas;229;Online;Autumn;Work;No;4;4;Yes
1424;Male;43;Adult;Self-employed;Home Owner;China;New Balance;368;Online;Autumn;Sports;Yes;4;5;Yes
1425;Female;35;Adult;Student;Home Owner;Japan;Under Armour;190;Retail Store;Spring;Comfort;No;3;1;No
1426;Female;60;Adult;Self-employed;Home Owner;UK;Vans;335;Online;Winter;Sports;No;2;1;Yes
1427;Male;57;Adult;Unemployed;Renter;USA;ASICS;237;Online;Winter;Work;No;5;5;Yes
1428;Male;55;Adult;Employed;Home Owner;USA;Crocs;345;Online;Winter;Fashion;No;1;5;Yes
1429;Female;29;Adult;Self-employed;Home Owner;USA;Vans;103;Online;Summer;Fashion;No;1;5;Yes
1430;Male;61;Adult;Student;Renter;China;Puma;186;Online;Summer;Fashion;No;4;2;No
1431;Male;46;Adult;Unemployed;Home Owner;Nigeria;ASICS;251;Online;Winter;Sports;Yes;4;3;No
1432;Male;25;Adult;Unemployed;Home Owner;France;Balenciaga;313;Retail Store;Autumn;Comfort;Yes;1;3;No
1433;Female;26;Senior;Student;Home Owner;China;Crocs;136;Retail Store;Spring;Fashion;Yes;5;3;Yes
1434;Female;23;Adult;Unemployed;Renter;India;New Balance;132;Online;Autumn;Comfort;No;1;2;No
1435;Female;40;Senior;Student;Renter;India;New Balance;368;Retail Store;Summer;Fashion;No;4;3;No
1436;Female;54;Youth;Unemployed;Home Owner;Germany;Balenciaga;339;Online;Spring;Sports;Yes;4;3;Yes
1437;Female;44;Adult;Unemployed;Renter;Nigeria;Under Armour;353;Online;Autumn;Sports;Yes;3;3;Yes
1438;Male;47;Youth;Unemployed;Renter;Nigeria;Balenciaga;101;Retail Store;Winter;Sports;Yes;4;5;Yes
1439;Female;43;Youth;Unemployed;Home Owner;Japan;Nike;130;Online;Autumn;Fashion;No;3;2;No
1440;Male;29;Adult;Student;Renter;Japan;Balenciaga;348;Retail Store;Spring;Comfort;No;5;5;No
1441;Male;59;Senior;Self-employed;Home Owner;USA;Under Armour;398;Online;Autumn;Sports;No;4;5;No
1442;Female;21;Adult;Unemployed;Home Owner;India;Vans;100;Retail Store;Summer;Comfort;No;4;4;Yes
1443;Female;22;Senior;Student;Home Owner;France;Under Armour;345;Retail Store;Spring;Comfort;Yes;1;2;Yes
1444;Male;20;Youth;Student;Renter;Nigeria;Balenciaga;93;Online;Autumn;Fashion;No;4;1;Yes
1445;Male;33;Youth;Student;Home Owner;Japan;New Balance;337;Retail Store;Summer;Comfort;No;5;2;Yes
1446;Male;25;Adult;Self-employed;Home Owner;Brazil;Adidas;226;Online;Summer;Sports;Yes;2;3;No
1447;Female;62;Adult;Employed;Home Owner;USA;Under Armour;303;Online;Summer;Work;No;1;1;No
1448;Female;17;Youth;Student;Home Owner;Brazil;Balenciaga;437;Retail Store;Autumn;Work;Yes;5;5;Yes
1449;Female;18;Senior;Student;Renter;Nigeria;Nike;277;Online;Autumn;Sports;No;3;2;Yes
1450;Female;42;Adult;Student;Home Owner;USA;Adidas;308;Online;Spring;Comfort;Yes;1;3;Yes
1451;Female;43;Senior;Self-employed;Home Owner;India;Adidas;238;Online;Winter;Work;No;4;1;Yes
1452;Male;29;Adult;Unemployed;Home Owner;India;ASICS;374;Online;Winter;Work;No;1;4;Yes
1453;Female;23;Adult;Self-employed;Home Owner;Japan;Puma;397;Retail Store;Spring;Sports;Yes;3;4;Yes
1454;Male;32;Adult;Student;Home Owner;Brazil;Crocs;338;Online;Winter;Work;Yes;2;2;No
1455;Male;60;Adult;Employed;Renter;Canada;New Balance;287;Online;Winter;Fashion;Yes;4;4;Yes
1456;Male;21;Youth;Student;Home Owner;USA;Puma;295;Retail Store;Spring;Sports;No;5;3;Yes
1457;Female;14;Senior;Unemployed;Home Owner;China;ASICS;441;Retail Store;Spring;Comfort;Yes;2;1;No
1458;Female;49;Senior;Employed;Home Owner;USA;Crocs;198;Retail Store;Spring;Work;No;3;2;Yes
1459;Female;13;Youth;Employed;Renter;Brazil;Under Armour;427;Retail Store;Summer;Comfort;No;2;3;Yes
1460;Male;16;Youth;Self-employed;Home Owner;Japan;Under Armour;372;Online;Spring;Comfort;Yes;5;2;No
1461;Male;48;Adult;Self-employed;Renter;Brazil;Puma;334;Online;Summer;Comfort;Yes;5;4;Yes
1462;Male;66;Adult;Unemployed;Home Owner;USA;Adidas;133;Online;Autumn;Fashion;No;1;3;No
1463;Male;37;Adult;Self-employed;Renter;Brazil;Adidas;222;Online;Spring;Work;No;2;4;No
1464;Male;15;Youth;Unemployed;Home Owner;Brazil;Under Armour;58;Online;Winter;Work;No;1;4;Yes
1465;Male;21;Adult;Employed;Renter;Japan;Balenciaga;235;Retail Store;Winter;Work;No;4;3;Yes
1466;Female;34;Adult;Employed;Home Owner;Japan;Vans;104;Retail Store;Winter;Comfort;No;3;1;Yes
1467;Female;35;Youth;Employed;Home Owner;Germany;Puma;335;Online;Winter;Sports;No;4;5;Yes
1468;Female;24;Adult;Unemployed;Home Owner;USA;Under Armour;391;Online;Summer;Work;No;5;1;No
1469;Female;22;Youth;Self-employed;Renter;Germany;Balenciaga;243;Retail Store;Autumn;Work;No;5;1;Yes
1470;Male;46;Youth;Self-employed;Home Owner;Brazil;Crocs;115;Retail Store;Spring;Fashion;Yes;5;1;No
1471;Male;55;Adult;Self-employed;Renter;Brazil;ASICS;251;Online;Spring;Sports;No;5;2;Yes
